online	ADJamodNOUN	merchant	2
merchant	NOUNnmodNOUN	eshop	2
that	PRONnsubjVERB	have	2
may	AUXauxVERB	have	2
have	VERBacl:relclNOUN	merchant	2
a	DETdetNOUN	product	2
specific	ADJamodNOUN	product	2
have	VERBrev_objNOUN	product	2
2	ABOUT	product	2
,	PUNCTpunctVERB	retrieve	2
retrieve	VERBconjVERB	have	2
search	NOUNcompoundNOUN	result	2
search	NOUNinCOMPOUND	search result	2
result	NOUNinCOMPOUND	search result	2
2	ABOUT	search result	2
retrieve	VERBrev_objNOUN	result	2
2	ABOUT	result	2
,	PUNCTpunctVERB	present	2
and	CCONJccVERB	present	2
present	VERBconjVERB	have	2
they	PRONobjVERB	present	2
in	ADPcaseNOUN	format	2
a	DETdetNOUN	format	2
consolidate	VERBamodNOUN	format	2
and	CCONJccADJ	compact	2
compact	ADJconjVERB	consolidate	2
present	VERBrev_oblNOUN	format	2
2	ABOUT	format	2
for	ADPcaseNOUN	comparison	2
visual	ADJamodNOUN	comparison	2
comparison	NOUNnmodNOUN	format	2
.	PUNCTpunctVERB	accept	2
there	PRONexplVERB	be	3
be	VERB_PREDICATE_OF	3	3
various	ADJamodNOUN	service	3
shopping	NOUNcompoundNOUN	bot	3
shopping	NOUNinCOMPOUND	shopping bot	3
bot	NOUNinCOMPOUND	shopping bot	3
3	ABOUT	shopping bot	3
bot	NOUNcompoundNOUN	service	3
bot	NOUNinCOMPOUND	bot service	3
service	NOUNinCOMPOUND	bot service	3
3	ABOUT	bot service	3
be	VERBrev_nsubjNOUN	service	3
3	ABOUT	service	3
.	PUNCTpunctVERB	be	3
in	ADPcaseADJ	general	4
general	ADJoblVERB	divide	4
,	PUNCTpunctVERB	divide	4
they	PRONnsubj:passVERB	divide	4
can	AUXauxVERB	divide	4
be	AUXaux:passVERB	divide	4
divide	VERB_PREDICATE_OF	4	4
into	ADPcaseNOUN	type	4
two	NUMnummodNOUN	type	4
divide	VERBrev_oblNOUN	type	4
4	ABOUT	type	4
:	PUNCTpunctNOUN	type	4
base	VERBrev_obl:npmodNOUN	server	4
4	ABOUT	server	4
-	PUNCTpunctVERB	base	4
base	VERBamodNOUN	solution	4
and	CCONJccNOUN	solution	4
base	VERBrev_obl:npmodNOUN	client	4
4	ABOUT	client	4
-	PUNCTpunctVERB	base	4
base	VERBamodNOUN	solution	4
solution	NOUNapposNOUN	type	4
.	PUNCTpunctVERB	divide	4
a	DETdetNOUN	bot	5
base	VERBrev_obl:npmodNOUN	server	5
5	ABOUT	server	5
-	PUNCTpunctVERB	base	5
base	VERBamodNOUN	bot	5
shopping	NOUNcompoundNOUN	bot	5
shopping	NOUNinCOMPOUND	shopping bot	5
bot	NOUNinCOMPOUND	shopping bot	5
5	ABOUT	shopping bot	5
perform	VERBrev_nsubjNOUN	bot	5
5	ABOUT	bot	5
perform	VERB_PREDICATE_OF	5	5
price	NOUNcompoundNOUN	comparison	5
price	NOUNinCOMPOUND	price comparison	5
comparison	NOUNinCOMPOUND	price comparison	5
5	ABOUT	price comparison	5
perform	VERBrev_objNOUN	comparison	5
5	ABOUT	comparison	5
on	ADPcaseNOUN	server	5
a	DETdetNOUN	server	5
web	NOUNcompoundNOUN	server	5
web	NOUNinCOMPOUND	web server	5
server	NOUNinCOMPOUND	web server	5
5	ABOUT	web server	5
server	NOUNnmodNOUN	comparison	5
.	PUNCTpunctVERB	perform	5
some	DETdetNOUN	example	6
include	VERBrev_nsubjNOUN	example	6
6	ABOUT	example	6
include	VERB_PREDICATE_OF	6	6
bestbookbuys.com	XobjVERB	include	6
,	PUNCTpunctX	pricewatch.com	6
pricewatch.com	XconjX	bestbookbuys.com	6
,	PUNCTpunctX	mysimon.com	6
and	CCONJccX	mysimon.com	6
mysimon.com	XconjX	bestbookbuys.com	6
.	PUNCTpunctVERB	include	6
for	ADPcaseNOUN	bot	7
a	DETdetNOUN	bot	7
client	NOUNcompoundVERB	base	7
client	NOUNinCOMPOUND	client base	7
base	VERBinCOMPOUND	client base	7
7	ABOUT	client base	7
-	PUNCTpunctVERB	base	7
base	VERBamodNOUN	bot	7
need	VERBrev_oblNOUN	bot	7
7	ABOUT	bot	7
,	PUNCTpunctVERB	need	7
a	DETdetNOUN	application	7
special	ADJamodNOUN	application	7
software	NOUNcompoundNOUN	application	7
software	NOUNinCOMPOUND	software application	7
application	NOUNinCOMPOUND	software application	7
7	ABOUT	software application	7
need	VERBrev_nsubjNOUN	application	7
7	ABOUT	application	7
need	VERB_PREDICATE_OF	7	7
to	PARTmarkVERB	install	7
be	AUXaux:passVERB	install	7
install	VERBxcompVERB	need	7
on	ADPcaseNOUN	side	7
the	DETdetNOUN	side	7
client	NOUNcompoundNOUN	side	7
client	NOUNinCOMPOUND	client side	7
side	NOUNinCOMPOUND	client side	7
7	ABOUT	client side	7
-	PUNCTpunctNOUN	side	7
install	VERBrev_oblNOUN	side	7
7	ABOUT	side	7
.	PUNCTpunctVERB	need	7
this	DETdetNOUN	system	8
configure	VERBrev_nsubj:passNOUN	system	8
8	ABOUT	system	8
can	AUXauxVERB	configure	8
be	AUXaux:passVERB	configure	8
configure	VERB_PREDICATE_OF	8	8
to	PARTmarkVERB	check	8
check	VERBadvclVERB	configure	8
specific	ADJamodNOUN	price	8
item	NOUNcompoundNOUN	price	8
item	NOUNinCOMPOUND	item price	8
price	NOUNinCOMPOUND	item price	8
8	ABOUT	item price	8
check	VERBrev_objNOUN	price	8
8	ABOUT	price	8
from	ADPcaseNOUN	vendor	8
know	VERBamodNOUN	vendor	8
check	VERBrev_oblNOUN	vendor	8
8	ABOUT	vendor	8
or	CCONJccNOUN	engine	8
search	NOUNcompoundNOUN	engine	8
search	NOUNinCOMPOUND	search engine	8
engine	NOUNinCOMPOUND	search engine	8
8	ABOUT	search engine	8
engine	NOUNconjNOUN	vendor	8
on	ADPcaseNOUN	basis	8
a	DETdetNOUN	basis	8
regular	ADJamodNOUN	basis	8
check	VERBrev_oblNOUN	basis	8
8	ABOUT	basis	8
.	PUNCTpunctVERB	configure	8
some	DETdetNOUN	example	9
include	VERBrev_nsubjNOUN	example	9
9	ABOUT	example	9
include	VERB_PREDICATE_OF	9	9
Copernic	PROPNobjVERB	include	9
Shopper1	PROPNflatPROPN	Copernic	9
Shopper1	PROPNinCOMPOUND	Shopper1 Copernic	9
Copernic	PROPNinCOMPOUND	Shopper1 Copernic	9
9	ABOUT	Shopper1 Copernic	9
and	CCONJccNOUN	price	9
best	ADJamodNOUN	price	9
price	NOUNconjPROPN	Copernic	9
2	NUMnummodNOUN	price	9
.	PUNCTpunctVERB	include	9
technically	ADVadvmodVERB	be	10
,	PUNCTpunctVERB	be	10
there	PRONexplVERB	be	10
be	VERB_PREDICATE_OF	10	10
three	NUMnummodNOUN	way	10
be	VERBrev_nsubjNOUN	way	10
10	ABOUT	way	10
to	PARTmarkVERB	provide	10
provide	VERBaclNOUN	way	10
shopping	NOUNcompoundNOUN	service	10
shopping	NOUNinCOMPOUND	shopping service	10
service	NOUNinCOMPOUND	shopping service	10
10	ABOUT	shopping service	10
bot	NOUNcompoundNOUN	service	10
bot	NOUNinCOMPOUND	bot service	10
service	NOUNinCOMPOUND	bot service	10
10	ABOUT	bot service	10
provide	VERBrev_objNOUN	service	10
10	ABOUT	service	10
:	PUNCTpunctNOUN	service	10
a	DETdetNOUN	database	10
centralize	VERBamodNOUN	database	10
database	NOUNapposNOUN	service	10
,	PUNCTpunctNOUN	agent	10
broker	NOUNcompoundNOUN	agent	10
broker	NOUNinCOMPOUND	broker agent	10
agent	NOUNinCOMPOUND	broker agent	10
10	ABOUT	broker agent	10
agent	NOUNconjNOUN	database	10
and	CCONJccNOUN	agent	10
mobile	ADJamodNOUN	agent	10
agent	NOUNconjNOUN	database	10
.	PUNCTpunctVERB	be	10
in	ADPcaseNOUN	approach	11
the	DETdetNOUN	approach	11
centralize	VERBamodNOUN	approach	11
database	NOUNcompoundNOUN	approach	11
database	NOUNinCOMPOUND	database approach	11
approach	NOUNinCOMPOUND	database approach	11
11	ABOUT	database approach	11
have	VERBrev_oblNOUN	approach	11
11	ABOUT	approach	11
,	PUNCTpunctVERB	have	11
each	DETdetNOUN	bot	11
shopping	NOUNcompoundNOUN	bot	11
shopping	NOUNinCOMPOUND	shopping bot	11
bot	NOUNinCOMPOUND	shopping bot	11
11	ABOUT	shopping bot	11
have	VERBrev_nsubjNOUN	bot	11
11	ABOUT	bot	11
have	VERB_PREDICATE_OF	11	11
its	PRONnmod:possNOUN	database	11
own	ADJamodNOUN	database	11
product	NOUNcompoundNOUN	information	11
product	NOUNinCOMPOUND	product information	11
information	NOUNinCOMPOUND	product information	11
11	ABOUT	product information	11
information	NOUNcompoundNOUN	database	11
information	NOUNinCOMPOUND	information database	11
database	NOUNinCOMPOUND	information database	11
11	ABOUT	information database	11
have	VERBrev_objNOUN	database	11
11	ABOUT	database	11
.	PUNCTpunctVERB	have	11
submit	VERBrev_nsubjNOUN	seller	12
12	ABOUT	seller	12
submit	VERB_PREDICATE_OF	12	12
they	PRONnmod:possNOUN	offering	12
submit	VERBrev_objNOUN	offering	12
12	ABOUT	offering	12
and	CCONJccVERB	update	12
update	VERBconjVERB	submit	12
the	DETdetNOUN	database	12
update	VERBrev_objNOUN	database	12
12	ABOUT	database	12
regularly	ADVadvmodVERB	update	12
,	PUNCTpunctVERB	update	12
either	CCONJcc:preconjADV	manually	12
manually	ADVadvmodVERB	update	12
or	CCONJccADV	automatically	12
automatically	ADVconjADV	manually	12
.	PUNCTpunctVERB	submit	12
essentially	ADVadvmodVERB	provide	13
,	PUNCTpunctVERB	provide	13
the	DETdetNOUN	bot	13
provide	VERBrev_nsubjNOUN	bot	13
13	ABOUT	bot	13
provide	VERB_PREDICATE_OF	13	13
advertising	NOUNcompoundNOUN	service	13
advertising	NOUNinCOMPOUND	advertising service	13
service	NOUNinCOMPOUND	advertising service	13
13	ABOUT	advertising service	13
provide	VERBrev_objNOUN	service	13
13	ABOUT	service	13
for	ADPcaseNOUN	seller	13
the	DETdetNOUN	seller	13
provide	VERBrev_oblNOUN	seller	13
13	ABOUT	seller	13
.	PUNCTpunctVERB	provide	13
in	ADPcaseNOUN	approach	14
the	DETdetNOUN	approach	14
broker	NOUNcompoundNOUN	agent	14
broker	NOUNinCOMPOUND	broker agent	14
agent	NOUNinCOMPOUND	broker agent	14
14	ABOUT	broker agent	14
agent	NOUNcompoundNOUN	approach	14
agent	NOUNinCOMPOUND	agent approach	14
approach	NOUNinCOMPOUND	agent approach	14
14	ABOUT	agent approach	14
use	VERBrev_oblNOUN	approach	14
14	ABOUT	approach	14
,	PUNCTpunctVERB	use	14
shopping	NOUNcompoundNOUN	bot	14
shopping	NOUNinCOMPOUND	shopping bot	14
bot	NOUNinCOMPOUND	shopping bot	14
14	ABOUT	shopping bot	14
use	VERBrev_nsubj:passNOUN	bot	14
14	ABOUT	bot	14
be	AUXaux:passVERB	use	14
use	VERB_PREDICATE_OF	14	14
to	PARTmarkVERB	extract	14
extract	VERBadvclVERB	use	14
product	NOUNcompoundNOUN	information	14
product	NOUNinCOMPOUND	product information	14
information	NOUNinCOMPOUND	product information	14
14	ABOUT	product information	14
extract	VERBrev_objNOUN	information	14
14	ABOUT	information	14
from	ADPcaseNOUN	site	14
different	ADJamodNOUN	seller	14
seller	NOUNnmod:possNOUN	site	14
's	PARTcaseNOUN	seller	14
web	NOUNcompoundNOUN	site	14
web	NOUNinCOMPOUND	web site	14
site	NOUNinCOMPOUND	web site	14
14	ABOUT	web site	14
extract	VERBrev_oblNOUN	site	14
14	ABOUT	site	14
.	PUNCTpunctVERB	use	14
mobile	NOUNcompoundNOUN	agent	15
mobile	NOUNinCOMPOUND	mobile agent	15
agent	NOUNinCOMPOUND	mobile agent	15
15	ABOUT	mobile agent	15
utilize	VERBrev_nsubj:passNOUN	agent	15
15	ABOUT	agent	15
can	AUXauxVERB	utilize	15
be	AUXaux:passVERB	utilize	15
utilize	VERB_PREDICATE_OF	15	15
to	PARTmarkVERB	visit	15
visit	VERBadvclVERB	utilize	15
each	DETdetNOUN	seller	15
seller	NOUNnmod:possNOUN	website	15
's	PARTcaseNOUN	seller	15
visit	VERBrev_objNOUN	website	15
15	ABOUT	website	15
to	PARTmarkVERB	compare	15
compare	VERBadvclVERB	visit	15
the	DETdetNOUN	price	15
compare	VERBrev_objNOUN	price	15
15	ABOUT	price	15
of	ADPcaseNOUN	product	15
the	DETdetNOUN	product	15
product	NOUNnmodNOUN	price	15
of	ADPcaseNOUN	interest	15
interest	NOUNnmodNOUN	product	15
.	PUNCTpunctVERB	utilize	15
besides	SCONJmarkVERB	search	16
search	VERBadvclVERB	employ	16
,	PUNCTpunctVERB	employ	16
a	DETdetNOUN	agent	16
mobile	ADJamodNOUN	agent	16
employ	VERBrev_nsubj:passNOUN	agent	16
16	ABOUT	agent	16
can	AUXauxVERB	employ	16
in	ADPcaseNOUN	fact	16
employ	VERBrev_oblNOUN	fact	16
16	ABOUT	fact	16
be	AUXaux:passVERB	employ	16
employ	VERB_PREDICATE_OF	16	16
to	PARTmarkVERB	complete	16
complete	VERBadvclVERB	employ	16
a	DETdetNOUN	purchase	16
complete	VERBrev_objNOUN	purchase	16
16	ABOUT	purchase	16
which	PRONnsubjNOUN	step	16
be	AUXcopNOUN	step	16
the	DETdetNOUN	step	16
last	ADJamodNOUN	step	16
step	NOUNacl:relclNOUN	purchase	16
in	ADPcaseNOUN	process	16
the	DETdetNOUN	process	16
buying	NOUNcompoundNOUN	process	16
buying	NOUNinCOMPOUND	buying process	16
process	NOUNinCOMPOUND	buying process	16
16	ABOUT	buying process	16
process	NOUNnmodNOUN	step	16
.	PUNCTpunctVERB	employ	16
a	DETdetNOUN	framework	17
theoretical	ADJamodNOUN	framework	17
find	VERBrev_nsubj:passNOUN	framework	17
17	ABOUT	framework	17
that	PRONnsubjVERB	lead	17
lead	VERBacl:relclNOUN	framework	17
to	ADPcaseNOUN	development	17
the	DETdetNOUN	development	17
lead	VERBrev_oblNOUN	development	17
17	ABOUT	development	17
of	ADPcaseNOUN	bot	17
shopping	NOUNcompoundNOUN	bot	17
shopping	NOUNinCOMPOUND	shopping bot	17
bot	NOUNinCOMPOUND	shopping bot	17
17	ABOUT	shopping bot	17
bot	NOUNnmodNOUN	development	17
can	AUXauxVERB	find	17
be	AUXaux:passVERB	find	17
find	VERB_PREDICATE_OF	17	17
in	ADPcaseNOUN	economics	17
the	DETdetNOUN	economics	17
find	VERBrev_oblNOUN	economics	17
17	ABOUT	economics	17
of	ADPcaseNOUN	theory	17
information	NOUNcompoundNOUN	theory	17
information	NOUNinCOMPOUND	information theory	17
theory	NOUNinCOMPOUND	information theory	17
17	ABOUT	information theory	17
theory	NOUNnmodNOUN	economics	17
,	PUNCTpunctNOUN	economics	17
where	ADVadvmodVERB	argue	17
Stigler	PROPNnsubjVERB	argue	17
argue	VERBacl:relclNOUN	theory	17
that	SCONJmarkVERB	stop	17
stop	VERBrev_nsubjNOUN	consumer	17
17	ABOUT	consumer	17
who	PRONnsubjVERB	value	17
value	VERBacl:relclNOUN	consumer	17
value	VERBrev_objNOUN	time	17
17	ABOUT	time	17
will	AUXauxVERB	stop	17
stop	VERBccompVERB	argue	17
search	VERBxcompVERB	stop	17
when	ADVmarkVERB	outweigh	17
the	DETdetNOUN	benefit	17
marginal	ADJamodNOUN	benefit	17
outweigh	VERBrev_nsubjNOUN	benefit	17
17	ABOUT	benefit	17
of	ADPcaseNOUN	search	17
search	NOUNnmodNOUN	benefit	17
no	ADVadvmodADV	longer	17
longer	ADVadvmodVERB	outweigh	17
outweigh	VERBadvclVERB	search	17
the	DETdetNOUN	cost	17
marginal	ADJamodNOUN	cost	17
search	NOUNcompoundNOUN	cost	17
search	NOUNinCOMPOUND	search cost	17
cost	NOUNinCOMPOUND	search cost	17
17	ABOUT	search cost	17
outweigh	VERBrev_objNOUN	cost	17
17	ABOUT	cost	17
.	PUNCTpunctVERB	find	17
hence	ADVadvmodVERB	limit	18
,	PUNCTpunctVERB	limit	18
the	DETdetNOUN	usage	18
limit	VERBrev_nsubj:passNOUN	usage	18
18	ABOUT	usage	18
of	ADPcaseNOUN	bot	18
a	DETdetNOUN	bot	18
shopping	NOUNcompoundNOUN	bot	18
shopping	NOUNinCOMPOUND	shopping bot	18
bot	NOUNinCOMPOUND	shopping bot	18
18	ABOUT	shopping bot	18
bot	NOUNnmodNOUN	usage	18
be	AUXaux:passVERB	limit	18
not	PARTadvmodVERB	limit	18
limit	VERB_PREDICATE_OF	18	18
to	SCONJmarkVERB	type	18
simply	ADVadvmodVERB	type	18
type	VERBadvclVERB	limit	18
in	ADPcaseNOUN	keyword	18
a	DETdetNOUN	keyword	18
few	ADJamodNOUN	keyword	18
type	VERBrev_oblNOUN	keyword	18
18	ABOUT	keyword	18
and	CCONJccVERB	wait	18
wait	VERBconjVERB	type	18
for	ADPcaseNOUN	result	18
the	DETdetNOUN	result	18
wait	VERBrev_oblNOUN	result	18
18	ABOUT	result	18
.	PUNCTpunctVERB	limit	18
need	VERBrev_nsubjNOUN	Consumers	19
19	ABOUT	Consumers	19
need	VERB_PREDICATE_OF	19	19
to	PARTmarkVERB	decide	19
decide	VERBxcompVERB	need	19
how	ADVadvmodVERB	add	19
the	DETdetNOUN	information	19
add	VERBrev_nsubjNOUN	information	19
19	ABOUT	information	19
generate	VERBaclNOUN	information	19
by	ADPcaseNOUN	bot	19
a	DETdetNOUN	bot	19
generate	VERBrev_oblNOUN	bot	19
19	ABOUT	bot	19
add	VERBccompVERB	decide	19
to	ADPcaseNOUN	process	19
the	DETdetNOUN	process	19
entire	ADJamodNOUN	process	19
purchase	NOUNcompoundNOUN	process	19
purchase	NOUNinCOMPOUND	purchase process	19
process	NOUNinCOMPOUND	purchase process	19
19	ABOUT	purchase process	19
decision	NOUNcompoundNOUN	making	19
decision	NOUNinCOMPOUND	decision making	19
making	NOUNinCOMPOUND	decision making	19
19	ABOUT	decision making	19
-	PUNCTpunctNOUN	making	19
making	NOUNcompoundNOUN	process	19
making	NOUNinCOMPOUND	making process	19
process	NOUNinCOMPOUND	making process	19
19	ABOUT	making process	19
add	VERBrev_oblNOUN	process	19
19	ABOUT	process	19
.	PUNCTpunctVERB	need	19
to	PARTmarkADJ	effective	20
be	AUXcopADJ	effective	20
effective	ADJadvclVERB	need	20
,	PUNCTpunctVERB	need	20
need	VERBrev_nsubjNOUN	time	20
20	ABOUT	time	20
spend	VERBaclNOUN	time	20
search	VERBxcompVERB	spend	20
with	ADPcaseNOUN	bot	20
shopping	NOUNcompoundNOUN	bot	20
shopping	NOUNinCOMPOUND	shopping bot	20
bot	NOUNinCOMPOUND	shopping bot	20
20	ABOUT	shopping bot	20
search	VERBrev_oblNOUN	bot	20
20	ABOUT	bot	20
need	VERB_PREDICATE_OF	20	20
to	PARTmarkVERB	minimize	20
be	AUXaux:passVERB	minimize	20
minimize	VERBxcompVERB	need	20
.	PUNCTpunctVERB	need	20
this	PRONnsubjADJ	important	21
be	AUXcopADJ	important	21
particularly	ADVadvmodADJ	important	21
important	ADJ_PREDICATE_OF	21	21
since	SCONJmarkNOUN	stage	21
the	DETdetNOUN	use	21
stage	NOUNrev_nsubjNOUN	use	21
21	ABOUT	use	21
of	ADPcaseNOUN	bot	21
a	DETdetNOUN	bot	21
shopping	NOUNcompoundNOUN	bot	21
shopping	NOUNinCOMPOUND	shopping bot	21
bot	NOUNinCOMPOUND	shopping bot	21
21	ABOUT	shopping bot	21
bot	NOUNnmodNOUN	use	21
be	AUXcopNOUN	stage	21
only	ADVadvmodNOUN	stage	21
one	NUMnummodNOUN	stage	21
stage	NOUNadvclADJ	important	21
in	ADPcaseNOUN	process	21
the	DETdetNOUN	process	21
product	NOUNcompoundNOUN	acquisition	21
product	NOUNinCOMPOUND	product acquisition	21
acquisition	NOUNinCOMPOUND	product acquisition	21
21	ABOUT	product acquisition	21
acquisition	NOUNcompoundNOUN	process	21
acquisition	NOUNinCOMPOUND	acquisition process	21
process	NOUNinCOMPOUND	acquisition process	21
21	ABOUT	acquisition process	21
process	NOUNnmodNOUN	stage	21
.	PUNCTpunctADJ	important	21
Peterson	PROPNnsubjVERB	emphasize	22
,	PUNCTpunctPROPN	Balasbramanian	22
Balasbramanian	PROPNconjPROPN	Peterson	22
,	PUNCTpunctPROPN	Bronnenberg	22
&	CCONJccPROPN	Bronnenberg	22
Bronnenberg	PROPNconjPROPN	Peterson	22
emphasize	VERB_PREDICATE_OF	22	22
that	SCONJmarkADJ	likely	22
for	ADPcaseNOUN	category	22
some	DETdetNOUN	category	22
likely	ADJrev_oblNOUN	category	22
22	ABOUT	category	22
of	ADPcaseNOUN	goods	22
goods	NOUNnmodNOUN	category	22
,	PUNCTpunctADJ	likely	22
likely	ADJrev_nsubjNOUN	consumer	22
22	ABOUT	consumer	22
be	AUXcopADJ	likely	22
likely	ADJccompVERB	emphasize	22
to	PARTmarkVERB	search	22
search	VERBxcompADJ	likely	22
both	CCONJcc:preconjNOUN	internet	22
the	DETdetNOUN	internet	22
search	VERBrev_objNOUN	internet	22
22	ABOUT	internet	22
and	CCONJccNOUN	channel	22
conventional	ADJamodNOUN	channel	22
retailing	NOUNcompoundNOUN	channel	22
retailing	NOUNinCOMPOUND	retailing channel	22
channel	NOUNinCOMPOUND	retailing channel	22
22	ABOUT	retailing channel	22
channel	NOUNconjNOUN	internet	22
.	PUNCTpunctVERB	emphasize	22
the	DETdetNOUN	framework	23
theoretical	ADJamodNOUN	framework	23
mention	VERBrev_nsubjNOUN	framework	23
23	ABOUT	framework	23
mention	VERBcsubjNOUN	driver	23
above	ADVadvmodVERB	mention	23
be	AUXcopNOUN	driver	23
the	DETdetNOUN	driver	23
driver	NOUN_PREDICATE_OF	23	23
for	ADPcaseNOUN	stage	23
the	DETdetNOUN	stage	23
early	ADJamodNOUN	stage	23
stage	NOUNnmodNOUN	driver	23
of	ADPcaseNOUN	design	23
shopping	NOUNcompoundNOUN	bot	23
shopping	NOUNinCOMPOUND	shopping bot	23
bot	NOUNinCOMPOUND	shopping bot	23
23	ABOUT	shopping bot	23
bot	NOUNcompoundNOUN	design	23
bot	NOUNinCOMPOUND	bot design	23
design	NOUNinCOMPOUND	bot design	23
23	ABOUT	bot design	23
design	NOUNnmodNOUN	stage	23
and	CCONJccNOUN	implementation	23
implementation	NOUNconjNOUN	design	23
and	CCONJccVERB	continue	23
continue	VERBconjNOUN	driver	23
to	PARTmarkVERB	fuel	23
fuel	VERBxcompVERB	continue	23
the	DETdetNOUN	effort	23
fuel	VERBrev_objNOUN	effort	23
23	ABOUT	effort	23
of	SCONJmarkVERB	improve	23
improve	VERBaclNOUN	effort	23
the	DETdetNOUN	performance	23
improve	VERBrev_objNOUN	performance	23
23	ABOUT	performance	23
and	CCONJccNOUN	functionality	23
functionality	NOUNconjNOUN	performance	23
of	ADPcaseNOUN	bot	23
shopping	NOUNcompoundNOUN	bot	23
shopping	NOUNinCOMPOUND	shopping bot	23
bot	NOUNinCOMPOUND	shopping bot	23
23	ABOUT	shopping bot	23
bot	NOUNnmodNOUN	performance	23
.	PUNCTpunctNOUN	driver	23
in	ADPcaseNOUN	past	24
the	DETdetNOUN	past	24
refer	VERBrev_oblNOUN	past	24
24	ABOUT	past	24
,	PUNCTpunctVERB	refer	24
shopping	NOUNcompoundNOUN	bot	24
shopping	NOUNinCOMPOUND	shopping bot	24
bot	NOUNinCOMPOUND	shopping bot	24
24	ABOUT	shopping bot	24
refer	VERBrev_nsubj:passNOUN	bot	24
24	ABOUT	bot	24
be	AUXaux:passVERB	refer	24
often	ADVadvmodVERB	refer	24
refer	VERB_PREDICATE_OF	24	24
to	ADPcaseNOUN	agent	24
as	ADPcaseNOUN	agent	24
refer	VERBrev_oblNOUN	agent	24
24	ABOUT	agent	24
,	PUNCTpunctNOUN	agent	24
intelligent	ADJamodNOUN	agent	24
agent	NOUNconjNOUN	agent	24
,	PUNCTpunctNOUN	agent	24
software	NOUNcompoundNOUN	agent	24
software	NOUNinCOMPOUND	software agent	24
agent	NOUNinCOMPOUND	software agent	24
24	ABOUT	software agent	24
agent	NOUNconjNOUN	agent	24
or	CCONJccNOUN	assistant	24
intelligent	ADJamodNOUN	assistant	24
assistant	NOUNconjNOUN	agent	24
.	PUNCTpunctVERB	refer	24
in	ADPcaseNOUN	paper	25
this	DETdetNOUN	paper	25
treat	VERBrev_oblNOUN	paper	25
25	ABOUT	paper	25
,	PUNCTpunctVERB	treat	25
they	PRONnsubj:passVERB	treat	25
be	AUXaux:passVERB	treat	25
treat	VERB_PREDICATE_OF	25	25
as	ADPcaseNOUN	application	25
regular	ADJamodNOUN	application	25
software	NOUNcompoundVERB	base	25
software	NOUNinCOMPOUND	software base	25
base	VERBinCOMPOUND	software base	25
25	ABOUT	software base	25
-	PUNCTpunctVERB	base	25
base	VERBamodNOUN	application	25
treat	VERBrev_oblNOUN	application	25
25	ABOUT	application	25
.	PUNCTpunctVERB	treat	25
it	PRONnsubj:passVERB	note	26
be	AUXaux:passVERB	note	26
note	VERB_PREDICATE_OF	26	26
that	SCONJmarkNOUN	scope	26
